Bremsen	noun	die	Die Bremsen an meinem Fahrrad funktionieren nicht.	The brakes on my bicycle don't work.
Eingang / Einfahrt	noun	der	Der Eingang zum Museum ist auf der anderen Seite.	The entrance to the museum is on the other side.
einsteigen	verb		Bitte steigen Sie hinten in den Bus ein.	Please get on the bus at the back.
Fähre (Autofähre)	noun	die	Wir nehmen die Fähre nach England.	We are taking the ferry to England.
fahren	verb		Ich fahre jeden Tag mit dem Rad zur Schule.	I cycle to school every day.
Fahrer/in	noun	der	Der Fahrer des Busses war sehr freundlich.	The driver of the bus was very friendly.
Fahrgast / Passagier	noun	der	Alle Fahrgäste müssen hier aussteigen.	All passengers have to get off here.
führen	verb		Dieser Weg führt direkt zum Bahnhof.	This path leads directly to the station.
Führerschein	noun	der	Mein Bruder macht gerade den Führerschein.	My brother is taking his driving test at the moment.
Fußgänger(zone)	noun	der	In der Fußgängerzone gibt es viele Geschäfte.	In the pedestrian area there are many shops.
gehen	verb		Ich gehe zu Fuß zur Schule.	I walk to school.
holen	verb		Kannst du bitte Brot vom Bäcker holen?	Can you fetch bread from the baker's, please?
kommen	verb		Meine Freunde kommen morgen zu Besuch.	My friends are coming to visit tomorrow.
Kreuzung	noun	die	An der nächsten Kreuzung musst du links abbiegen.	At the next crossroads you have to turn left.
Kurve	noun	die	Fahr langsam, die Kurve ist gefährlich.	Drive slowly, the bend is dangerous.
Lastwagen / LKW	noun	der	Vor uns fuhr ein großer Lastwagen.	A big lorry was driving in front of us.
Lieferwagen	noun	der	Der Lieferwagen bringt die Pakete am Vormittag.	The delivery van brings the parcels in the morning.
Linie	noun	die	Die Linie drei fährt direkt zum Bahnhof.	The number three route goes directly to the station.
Marke	noun	die	Welche Marke ist dein neues Auto?	What make is your new car?
Mofa	noun	das	Mit fünfzehn darf man in Deutschland Mofa fahren.	At fifteen you may ride a moped in Germany.
Motorrad (fahrer/in)	noun	das	Mein Onkel fährt am Wochenende gern Motorrad.	My uncle likes riding his motorbike at the weekend.
Raststätte	noun	die	Wir haben an der Raststätte eine Pause gemacht.	We took a break at the motorway services.
Schild (Straßenschild)	noun	das	Das Schild zeigt den Weg zum Krankenhaus.	The sign shows the way to the hospital.
verlassen	verb		Wir verlassen das Haus jeden Morgen um sieben.	We leave the house at seven every morning.
Wagen	noun	der	Sein Wagen steht in der Garage.	His car is in the garage.
Weg / Fußweg	noun	der	Der Weg zum See dauert zwanzig Minuten.	The way to the lake takes twenty minutes.
weggehen	verb		Er ist ohne ein Wort weggegangen.	He went away without a word.
Werkstatt	noun	die	Mein Auto steht seit gestern in der Werkstatt.	My car has been at the garage since yesterday.
Werkzeug	noun	das	Für die Reparatur brauche ich anderes Werkzeug.	For the repair I need different tools.
abfahren	verb		Der Zug fährt in fünf Minuten ab.	The train departs in five minutes.
Abfahrt / Abflug	noun	die	Die Abfahrt des Busses ist um zehn Uhr.	The departure of the bus is at ten o'clock.
abholen	verb		Ich hole dich um acht Uhr vom Bahnhof ab.	I'll pick you up from the station at eight.
Abteil	noun	das	Unser Abteil im Zug war ganz leer.	Our compartment in the train was completely empty.
anhalten	verb		Der Bus hält direkt vor der Schule an.	The bus stops right in front of the school.
ankommen	verb		Wir kommen um halb sechs in Berlin an.	We arrive in Berlin at half past five.
Ankunft	noun	die	Die Ankunft des Zuges verzögert sich um zehn Minuten.	The arrival of the train is delayed by ten minutes.
aussteigen	verb		Wir müssen am Hauptbahnhof aussteigen.	We have to get off at the main station.
Automat	noun	der	Am Automaten kann man Fahrkarten kaufen.	You can buy tickets at the machine.
Bahn (Bahnsteig)	noun	die	Der Zug fährt heute von Bahnsteig drei ab.	The train leaves from platform three today.
Bahnhof	noun	der	Vom Bahnhof sind es zehn Minuten zu Fuß.	It's ten minutes on foot from the station.
besetzt	adjective		Dieser Platz ist leider schon besetzt.	Unfortunately this seat is already occupied.
D-Zug	noun	der	Der D-Zug hält nur in großen Städten.	The express train only stops in big towns.
einfach	adjective		Einmal einfach nach Hamburg, bitte.	A single to Hamburg, please.
Eisen	noun	das	Das alte Tor ist aus Eisen.	The old gate is made of iron.
Eisenbahnlinie	noun	die	Die neue Eisenbahnlinie verbindet beide Städte.	The new railway line connects both towns.
Fahrgeld	noun	das	Das Fahrgeld muss man beim Einsteigen bezahlen.	You have to pay the fare when you get on.
Fahrkarte	noun	die	Ich habe meine Fahrkarte im Zug verloren.	I lost my ticket on the train.
Fahrkartenschalter	noun	der	Am Fahrkartenschalter war eine lange Schlange.	There was a long queue at the ticket office.
Fahrplan	noun	der	Im Fahrplan steht, wann der nächste Bus fährt.	The timetable says when the next bus goes.
Fahrt	noun	die	Die Fahrt nach Köln dauert eine Stunde.	The journey to Cologne takes an hour.
Gleis	noun	das	Der Zug nach Wien fährt von Gleis fünf.	The train to Vienna leaves from platform five.
hin und zurück	other		Einmal nach Bremen, hin und zurück bitte.	One return to Bremen, please.
Rücken	noun	der	Nach der langen Fahrt tut mir der Rücken weh.	After the long journey my back hurts.
Rückfahrt	noun	die	Die Rückfahrt war wegen des Staus sehr lang.	The return journey was very long because of the traffic jam.
S-Bahn	noun	die	Mit der S-Bahn bin ich in zwanzig Minuten da.	By suburban train I'll be there in twenty minutes.
U-Bahn(station)	noun	die	Die U-Bahn fährt alle fünf Minuten.	The underground runs every five minutes.
umsteigen	verb		In Frankfurt müssen wir umsteigen.	We have to change in Frankfurt.
Verbindung (verbinden)	noun	die	Es gibt eine gute Verbindung nach München.	There is a good connection to Munich.
Verkehr(smittel)	noun	der	Der Verkehr in der Innenstadt ist morgens schlimm.	The traffic in the town centre is bad in the mornings.
verpassen	verb		Ich habe heute Morgen den Bus verpasst.	I missed the bus this morning.
Verspätung	noun	die	Der Zug hat zwanzig Minuten Verspätung.	The train has a twenty-minute delay.
warten auf	verb		Wir warten seit einer halben Stunde auf den Bus.	We have been waiting for the bus for half an hour.
Warteraum / saal / zimmer	noun	der	Im Warteraum saßen nur zwei Personen.	There were only two people in the waiting room.
Zug(führer)	noun	der	Der Zug nach Hamburg ist schon abgefahren.	The train to Hamburg has already left.
zurück	adverb		Wir sind erst spät wieder zurück.	We won't be back until late.
zurückkommen	verb		Wann kommst du aus dem Urlaub zurück?	When are you coming back from your holiday?
Boot	noun	das	Auf dem See kann man ein Boot mieten.	You can hire a boat on the lake.
Bord	noun	das	An Bord des Schiffes gibt es ein Restaurant.	There is a restaurant on board the ship.
Fahrrad / Rad	noun	das	Mein Fahrrad steht im Keller.	My bicycle is in the cellar.
fliegen	verb		Wir fliegen im Juli nach Spanien.	We are flying to Spain in July.
Flug	noun	der	Der Flug nach Berlin dauert eine Stunde.	The flight to Berlin lasts one hour.
Flughafen	noun	der	Zum Flughafen fährt man am besten mit der S-Bahn.	It's best to take the suburban train to the airport.
Flugzeug	noun	das	Das Flugzeug ist pünktlich gelandet.	The plane landed on time.
Hubschrauber	noun	der	Ein Hubschrauber hat den Verletzten ins Krankenhaus gebracht.	A helicopter took the injured man to hospital.
Miete	noun	die	Die Miete für die Wohnung ist ziemlich hoch.	The rent for the flat is quite high.
mieten	verb		Im Urlaub haben wir ein Auto gemietet.	On holiday we hired a car.
Rad	noun	das	Am Rad meines Autos ist ein Reifen platt.	One of the tyres on my car's wheel is flat.
Radfahren	noun	das	Radfahren hält gesund und macht Spaß.	Cycling keeps you healthy and is fun.
radfahren	verb		Im Sommer fahre ich fast jeden Tag Rad.	In summer I cycle almost every day.
Radfahrer/in	noun	der	Der Radfahrer hatte kein Licht am Rad.	The cyclist had no light on his bike.
Schiff	noun	das	Wir sind mit dem Schiff nach Norwegen gefahren.	We travelled to Norway by ship.
starten	verb		Das Flugzeug startet in zehn Minuten.	The plane takes off in ten minutes.
vermieten	verb		Sie vermietet ein Zimmer an Studenten.	She rents out a room to students.
Dorf	noun	das	Ich bin in einem kleinen Dorf aufgewachsen.	I grew up in a small village.
dort(hin)	adverb		Mein Onkel wohnt dort, gleich hinter der Kirche.	My uncle lives there, just behind the church.
dort drüben	adverb		Die Bushaltestelle ist dort drüben.	The bus stop is over there.
draußen	adverb		Die Kinder spielen draußen im Garten.	The children are playing outside in the garden.
drinnen	adverb		Bei diesem Regen bleiben wir lieber drinnen.	In this rain we'd rather stay inside.
Ecke	noun	die	Die Apotheke ist gleich um die Ecke.	The chemist's is just round the corner.
Einwohner/in	noun	der	Unsere Stadt hat fünfzigtausend Einwohner.	Our town has fifty thousand inhabitants.
geradeaus	adverb		Gehen Sie immer geradeaus bis zur Kirche.	Keep going straight ahead until the church.
Großstadt	noun	die	In einer Großstadt gibt es viel zu tun.	In a city there is a lot to do.
Hafen(stadt)	noun	der	Im Hafen liegen große Schiffe aus aller Welt.	In the harbour there are big ships from all over the world.
Hauptbahnhof / Hauptstraße	noun	der	Wir treffen uns um zwei am Hauptbahnhof.	We are meeting at the main station at two.
Hauptstadt	noun	die	Berlin ist die Hauptstadt von Deutschland.	Berlin is the capital of Germany.
hinten	adverb		Im Bus sind hinten noch Plätze frei.	There are still free seats at the back of the bus.
hinter	preposition		Der Garten liegt hinter dem Haus.	The garden is behind the house.
links	adverb		An der Ampel müssen Sie links abbiegen.	At the traffic lights you have to turn left.
Nähe (in der Nähe von)	noun	die	Wir wohnen in der Nähe vom Bahnhof.	We live near the station.
Rand	noun	der	Am Rand der Stadt gibt es viel Grün.	On the edge of the town there is a lot of greenery.
rechts	adverb		Das Kino ist die zweite Straße rechts.	The cinema is the second street on the right.
Richtung	noun	die	Fahren Sie in Richtung Innenstadt.	Drive in the direction of the town centre.
Stadt (Partnerstadt)	noun	die	Unsere Stadt hat eine Partnerstadt in Frankreich.	Our town has a twin town in France.
Stadtrundfahrt	noun	die	Die Stadtrundfahrt dauert etwa zwei Stunden.	The town tour lasts about two hours.
vor	preposition		Wir treffen uns vor dem Kino.	We are meeting in front of the cinema.
vorbeigehen/fahren	verb		Wir sind an deinem Haus vorbeigefahren.	We drove past your house.
vorne	adverb		Im Bus sitze ich am liebsten vorne.	On the bus I like sitting at the front best.
Vorort	noun	der	Sie wohnen in einem ruhigen Vorort von Hamburg.	They live in a quiet suburb of Hamburg.
weit	adjective		Der Bahnhof ist nicht weit von hier.	The station is not far from here.
anbauen	verb		Auf diesem Feld baut man Kartoffeln an.	They grow potatoes in this field.
anschnallen (sich)	verb		Bitte schnallen Sie sich im Auto an.	Please fasten your seat belt in the car.
außer Betrieb	other		Der Fahrkartenautomat ist heute außer Betrieb.	The ticket machine is out of order today.
Autobahnkreuz	noun	das	Am Autobahnkreuz musst du Richtung Süden fahren.	At the motorway junction you have to head south.
Bahnübergang	noun	der	Am Bahnübergang mussten wir lange warten.	We had to wait a long time at the level crossing.
Baustelle	noun	die	Wegen der Baustelle gibt es einen langen Stau.	Because of the roadworks there is a long traffic jam.
befinden (sich)	verb		Das Rathaus befindet sich am Marktplatz.	The town hall is situated on the market place.
beilegen	verb		Ich lege dem Brief ein Foto bei.	I am enclosing a photo with the letter.
Eimer	noun	der	Der Eimer mit Wasser steht in der Küche.	The bucket of water is in the kitchen.
einwerfen	verb		Wirf bitte die Karte in den Briefkasten ein.	Please post the card in the letter box.
entwerten	verb		Vergiss nicht, deine Fahrkarte zu entwerten!	Don't forget to stamp your ticket!
Fahrzeug	noun	das	Auf diesem Weg sind Fahrzeuge verboten.	Vehicles are forbidden on this path.
Fels	noun	der	Am Ufer liegt ein großer grauer Fels.	There is a big grey rock on the bank.
fließen	verb		Der Fluss fließt durch die ganze Stadt.	The river flows through the whole town.
gebrauchen (gebraucht)	verb		Wir haben ein gebrauchtes Auto gekauft.	We bought a second-hand car.
Gegenteil	noun	das	Das Gegenteil von billig ist teuer.	The opposite of cheap is expensive.
Geschwindigkeits(begrenzung)	noun	die	In der Stadt gilt eine Geschwindigkeitsbegrenzung von fünfzig.	In town there is a speed limit of fifty.
Gipfel	noun	der	Vom Gipfel kann man das ganze Tal sehen.	From the summit you can see the whole valley.
Hauptverkehrszeit	noun	die	In der Hauptverkehrszeit sind die Straßen voll.	In the rush hour the roads are full.
hupen	verb		Der Fahrer hinter uns hat laut gehupt.	The driver behind us hooted loudly.
Kennzeichen	noun	das	Ich habe mir das Kennzeichen des Autos gemerkt.	I memorised the car's registration number.
Klippe	noun	die	Von der Klippe sieht man das ganze Meer.	From the cliff you can see the whole sea.
Kofferraum	noun	der	Die Koffer sind schon im Kofferraum.	The suitcases are already in the boot.
Kreis(verkehr)	noun	der	Nehmen Sie im Kreisverkehr die zweite Ausfahrt.	Take the second exit at the roundabout.
Leitung	noun	die	Die Leitung zum Haus muss repariert werden.	The cable to the house has to be repaired.
Lenkrad	noun	das	Er hielt das Lenkrad mit beiden Händen fest.	He held the steering wheel firmly with both hands.
liefern	verb		Der Supermarkt liefert die Einkäufe nach Hause.	The supermarket delivers the shopping to your home.
Luftdruck	noun	der	Ich sollte den Luftdruck der Reifen prüfen.	I should check the tyre pressure.
öffentlich	adjective		In der Stadt benutze ich öffentliche Verkehrsmittel.	In town I use public transport.
Reinigung	noun	die	Meinen Mantel bringe ich in die Reinigung.	I'm taking my coat to the dry cleaner's.
Rückspiegel	noun	der	Im Rückspiegel sah ich einen Lastwagen.	In the rear-view mirror I saw a lorry.
Rundfunk	noun	der	Die Nachrichten kommen jede Stunde im Rundfunk.	The news is on the radio every hour.
Sicherheit	noun	die	Die Sicherheit der Kinder ist am wichtigsten.	The safety of the children is most important.
Sicherheitsgurt	noun	der	Leg bitte den Sicherheitsgurt an!	Please put on your seatbelt!
Stau	noun	der	Auf der Autobahn stehen wir seit einer Stunde im Stau.	We have been in a traffic jam on the motorway for an hour.
Steuer(rad)	noun	das	Am Steuer darf man nicht telefonieren.	You must not use the phone at the wheel.
überfahren	verb		Fast hätte er eine Katze überfahren.	He almost ran over a cat.
überholen	verb		Auf der Autobahn darf man rechts nicht überholen.	On the motorway you must not overtake on the right.
überqueren	verb		Kinder sollen die Straße am Zebrastreifen überqueren.	Children should cross the road at the zebra crossing.
umgeben von	other		Das Dorf ist von Wäldern umgeben.	The village is surrounded by forests.
Umleitung	noun	die	Wegen der Baustelle gibt es eine Umleitung.	Because of the roadworks there is a diversion.
Vorfahrt	noun	die	An dieser Kreuzung hat man Vorfahrt.	You have right of way at this crossroads.
wachsen	verb		In unserem Garten wachsen Tomaten.	Tomatoes grow in our garden.
Weinberg	noun	der	Am Weinberg arbeiten im Herbst viele Helfer.	Many helpers work in the vineyard in autumn.
Windschutzscheibe	noun	die	Die Windschutzscheibe war ganz vereist.	The windscreen was completely iced over.
Zebrastreifen	noun	der	Am Zebrastreifen müssen Autos halten.	Cars have to stop at the zebra crossing.
zusammenstoßen mit	verb		Der Bus ist mit einem Auto zusammengestoßen.	The bus collided with a car.
