alle	pronoun		Alle haben die Prüfung bestanden.	Everyone passed the exam.
allein	adverb		Sie wohnt allein in einer kleinen Wohnung.	She lives alone in a small flat.
also / so	adverb		Es regnet, also bleiben wir zu Hause.	It's raining, so we are staying at home.
andere	adjective		Die anderen Schüler warten schon draußen.	The other pupils are already waiting outside.
anderthalb	other		Die Fahrt dauert anderthalb Stunden.	The journey takes one and a half hours.
anfangen	verb		Der Unterricht fängt um acht Uhr an.	Lessons start at eight o'clock.
Antwort	noun	die	Auf meine E-Mail habe ich noch keine Antwort bekommen.	I haven't had an answer to my email yet.
antworten	verb		Kannst du bitte auf meine Frage antworten?	Can you please answer my question?
Art	noun	die	Diese Art von Musik gefällt mir überhaupt nicht.	I don't like this sort of music at all.
auch	adverb		Meine Schwester lernt auch Deutsch.	My sister is also learning German.
Auf Wiedersehen	other		Auf Wiedersehen, bis nächste Woche!	Good-bye, until next week!
Augenblick	noun	der	Einen Augenblick bitte, ich komme sofort.	One moment please, I'm coming right away.
ausgezeichnet	adjective		Dein Aufsatz ist wirklich ausgezeichnet.	Your essay is really excellent.
außer	preposition		Außer meinem Bruder waren alle da.	Everyone was there except for my brother.
befriedigend	adjective		Meine Note in Mathe war nur befriedigend.	My mark in maths was only satisfactory.
beginnen	verb		Der Film beginnt in zehn Minuten.	The film begins in ten minutes.
begrüßen	verb		Der Lehrer begrüßt die Schüler jeden Morgen.	The teacher greets the pupils every morning.
behalten	verb		Du kannst das Buch behalten, ich brauche es nicht mehr.	You can keep the book, I don't need it any more.
behandeln	verb		Der Arzt behandelt den Patienten seit zwei Wochen.	The doctor has been treating the patient for two weeks.
Behandlung	noun	die	Die Behandlung beim Zahnarzt hat gar nicht wehgetan.	The treatment at the dentist's didn't hurt at all.
beide	pronoun		Beide Kinder gehen in dieselbe Schule.	Both children go to the same school.
Beispiel	noun	das	Kannst du mir bitte ein Beispiel geben?	Can you please give me an example?
bekommen	verb		Zum Geburtstag habe ich ein Fahrrad bekommen.	For my birthday I received a bicycle.
beliebt	adjective		Dieses Café ist bei Studenten sehr beliebt.	This café is very popular with students.
bemerken	verb		Ich habe den Fehler leider zu spät bemerkt.	Unfortunately I noticed the mistake too late.
benutzen	verb		Darf ich dein Wörterbuch benutzen?	May I use your dictionary?
bequem	adjective		Der alte Sessel im Wohnzimmer ist sehr bequem.	The old armchair in the living room is very comfortable.
besitzen	verb		Meine Eltern besitzen ein kleines Haus am See.	My parents own a small house by the lake.
besonders	adverb		Gestern war es besonders kalt.	Yesterday it was particularly cold.
besser	adjective		Nach der Pause ging es mir schon besser.	After the break I already felt better.
besprechen	verb		Wir müssen das Problem in Ruhe besprechen.	We have to discuss the problem calmly.
bestimmt	adverb		Er kommt bestimmt wieder zu spät.	He will definitely be late again.
bestrafen	verb		Der Lehrer hat die Schüler für ihr Verhalten bestraft.	The teacher punished the pupils for their behaviour.
besuchen	verb		Am Wochenende besuche ich meine Großmutter.	At the weekend I am visiting my grandmother.
bieten / anbieten	verb		Die Firma bietet ihren Mitarbeitern gute Arbeitsbedingungen.	The company offers its employees good working conditions.
billig	adjective		Auf dem Markt ist das Obst besonders billig.	At the market the fruit is particularly cheap.
bisschen (ein)	other		Ich spreche leider nur ein bisschen Deutsch.	Unfortunately I only speak a little German.
bitte	other		Können Sie mir bitte helfen?	Can you please help me?
brauchen	verb		Für den Kuchen brauche ich noch drei Eier.	For the cake I still need three eggs.
brechen	verb		Beim Skifahren hat er sich das Bein gebrochen.	He broke his leg while skiing.
breit	adjective		Die Straße ist hier sehr breit.	The road is very wide here.
bringen	verb		Bringst du mir bitte ein Glas Wasser?	Will you bring me a glass of water, please?
d.h.	other		Wir treffen uns am Wochenende, d.h. am Samstag.	We are meeting at the weekend, i.e. on Saturday.
danke(n)	other		Ich danke dir herzlich für deine Hilfe.	Thank you very much for your help.
dass	conjunction		Ich glaube, dass er recht hat.	I think that he is right.
Datum	noun	das	Welches Datum haben wir heute?	What is the date today?
dauern	verb		Die Fahrt dauert ungefähr zwei Stunden.	The journey lasts about two hours.
denken	verb		Ich denke oft an meine Zeit in Berlin.	I often think of my time in Berlin.
dies	pronoun		Dies ist mein Lieblingsbuch.	This is my favourite book.
Ding	noun	das	So ein Ding habe ich noch nie gesehen.	I have never seen such a thing before.
doch	adverb		Du kommst nicht mit? – Doch, ich komme!	You're not coming? – Yes I am!
drücken	verb		Bitte drücken Sie auf den roten Knopf.	Please press the red button.
dürfen	verb		Hier darf man leider nicht rauchen.	Unfortunately you may not smoke here.
Dutzend	noun	das	Wir haben ein Dutzend Eier gekauft.	We bought a dozen eggs.
eben	adverb		Ich habe eben mit ihm telefoniert.	I just spoke to him on the phone.
ebenso	adverb		Sie spricht Englisch ebenso gut wie Deutsch.	She speaks English just as well as German.
egal (das ist mir egal)	adjective		Wohin wir fahren, ist mir völlig egal.	I really don't care where we go.
ehemalig	adjective		Mein ehemaliger Lehrer arbeitet jetzt in Hamburg.	My former teacher now works in Hamburg.
eigen	adjective		Sie hat endlich ihre eigene Wohnung.	She finally has her own flat.
eilen (sich beeilen)	verb		Beeil dich, der Zug fährt in fünf Minuten!	Hurry up, the train leaves in five minutes!
einander	pronoun		Wir helfen einander bei den Hausaufgaben.	We help each other with our homework.
einige	pronoun		Einige Schüler waren gestern krank.	Some pupils were ill yesterday.
einmal (noch einmal)	adverb		Kannst du das bitte noch einmal erklären?	Can you please explain that once more?
einverstanden	adjective		Bist du mit meinem Vorschlag einverstanden?	Do you agree with my suggestion?
Ende	noun	das	Am Ende des Films haben alle geweint.	At the end of the film everyone cried.
eng	adjective		Die neuen Schuhe sind mir leider zu eng.	Unfortunately the new shoes are too tight for me.
entfernt	adjective		Der Bahnhof ist nur zehn Minuten entfernt.	The station is only ten minutes away.
entschuldigen Sie! (sich entschuldigen)	verb		Entschuldigen Sie, wo ist der Bahnhof?	Excuse me, where is the station?
Entschuldigung!	noun	die	Entschuldigung, ich habe Ihren Namen nicht verstanden.	Sorry, I didn't understand your name.
entweder … oder	conjunction		Wir fahren entweder nach Italien oder nach Spanien.	We are going either to Italy or to Spain.
erinnern (sich)	verb		Ich erinnere mich gut an unseren letzten Urlaub.	I remember our last holiday well.
erkennen	verb		Ich habe dich auf dem alten Foto sofort erkannt.	I recognised you immediately in the old photo.
erzählen (Erzählung)	verb		Erzähl mir bitte, was gestern passiert ist.	Please tell me what happened yesterday.
es gibt	other		In unserer Stadt gibt es ein neues Schwimmbad.	There is a new swimming pool in our town.
es macht nichts	other		Du bist zu spät? Es macht nichts.	You're late? It doesn't matter.
etwa / ungefähr	adverb		Die Reise kostet etwa zweihundert Euro.	The trip costs about two hundred euros.
etwas (irgend etwas)	pronoun		Möchtest du etwas trinken?	Would you like something to drink?
fallen (lassen)	verb		Pass auf, dass du das Glas nicht fallen lässt!	Be careful not to drop the glass!
falsch	adjective		Meine Antwort auf die dritte Frage war falsch.	My answer to the third question was wrong.
fast	adverb		Wir sind mit der Arbeit fast fertig.	We are almost finished with the work.
fehlen	verb		In der Klasse fehlen heute drei Schüler.	Three pupils are missing from the class today.
Fehler	noun	der	In meinem Aufsatz waren nur zwei Fehler.	There were only two mistakes in my essay.
fertig	adjective		Bist du mit den Hausaufgaben schon fertig?	Are you finished with your homework yet?
finden	verb		Ich kann meinen Schlüssel nirgends finden.	I can't find my key anywhere.
folgen	verb		Bitte folgen Sie mir, ich zeige Ihnen das Zimmer.	Please follow me, I'll show you the room.
Frage (eine Frage stellen)	noun	die	Darf ich Ihnen eine Frage stellen?	May I ask you a question?
fragen	verb		Ich möchte dich etwas fragen.	I would like to ask you something.
gar nicht	adverb		Der Film hat mir gar nicht gefallen.	I didn't like the film at all.
geben (es gibt)	verb		Kannst du mir bitte das Salz geben?	Can you pass me the salt, please?
genau	adverb		Ich weiß nicht genau, wann der Zug fährt.	I don't know exactly when the train leaves.
genug	adverb		Wir haben genug Zeit für einen Kaffee.	We have enough time for a coffee.
gern	adverb		Ich höre gern klassische Musik.	I gladly listen to classical music.
geschlossen	adjective		Am Sonntag sind alle Geschäfte geschlossen.	On Sunday all the shops are closed.
getrennt	adjective		Wir möchten bitte getrennt bezahlen.	We would like to pay separately, please.
glauben	verb		Ich glaube, er hat den Bus verpasst.	I think he missed the bus.
gleich (der/das/die gleiche)	adverb		Warte kurz, ich komme gleich!	Wait a moment, I'm coming immediately!
glücklich (Glück)	adjective		Nach der Prüfung waren alle sehr glücklich.	After the exam everyone was very happy.
Gott	noun	der	Viele Menschen in diesem Dorf glauben an Gott.	Many people in this village believe in God.
gratulieren	verb		Wir gratulieren dir herzlich zum Geburtstag!	We warmly congratulate you on your birthday!
Grund	noun	der	Aus diesem Grund konnte er gestern nicht kommen.	For this reason he couldn't come yesterday.
Gruss	noun	der	Bestell deiner Mutter einen schönen Gruß von mir!	Give your mother my best greetings!
günstig	adjective		Die Hotelpreise sind im Winter besonders günstig.	Hotel prices are particularly favourable in winter.
gut	adjective		Das Essen in diesem Restaurant ist sehr gut.	The food in this restaurant is very good.
guten Tag	other		Guten Tag, kann ich Ihnen helfen?	Hello, can I help you?
haben	verb		Ich habe heute leider keine Zeit.	Unfortunately I have no time today.
halb	adjective		Wir treffen uns um halb acht vor dem Kino.	We are meeting at half past seven in front of the cinema.
Hälfte	noun	die	Die Hälfte der Klasse war letzte Woche krank.	Half the class was ill last week.
halten	verb		Der Zug hält an jedem kleinen Bahnhof.	The train stops at every small station.
hier	adverb		Hier darf man leider nicht parken.	Unfortunately you can't park here.
hochachtungsvoll	other		Hochachtungsvoll, Anna Schmidt.	Yours faithfully, Anna Schmidt.
hoffen	verb		Ich hoffe, dass das Wetter morgen besser wird.	I hope that the weather will be better tomorrow.
Idee	noun	die	Das ist wirklich eine gute Idee!	That is really a good idea!
in Ordnung / klar!	other		Ist alles in Ordnung? – Ja, klar!	Is everything O.K.? – Yes, of course!
inbegriffen	adjective		Das Frühstück ist im Preis inbegriffen.	Breakfast is included in the price.
irgendwo	adverb		Meine Brille muss irgendwo im Haus sein.	My glasses must be somewhere in the house.
ja	other		Ja, das mache ich gern.	Yes, I'll gladly do that.
je / das Stück	other		Die Äpfel kosten fünfzig Cent das Stück.	The apples cost fifty cents each.
jeder	pronoun		Jeder Schüler bekommt ein neues Buch.	Every pupil gets a new book.
jemand	pronoun		Hat jemand meinen Regenschirm gesehen?	Has someone seen my umbrella?
jener	pronoun		In jenem Jahr sind wir nach Berlin gezogen.	In that year we moved to Berlin.
jetzt	adverb		Jetzt müssen wir wirklich gehen.	Now we really have to go.
kaputt	adjective		Mein Handy ist seit gestern kaputt.	My mobile has been broken since yesterday.
kein	pronoun		Ich habe heute keine Zeit für dich.	I have no time for you today.
klar	adjective		Die Erklärung des Lehrers war sehr klar.	The teacher's explanation was very clear.
können	verb		Ich kann leider nicht schwimmen.	Unfortunately I can't swim.
kriegen	verb		Wo kann man hier Kinokarten kriegen?	Where can you get cinema tickets here?
lang	adjective		Sie hat sehr lange dunkle Haare.	She has very long dark hair.
lange	adverb		Wir haben lange auf den Bus gewartet.	We waited a long time for the bus.
langsam	adjective		Der alte Computer ist furchtbar langsam.	The old computer is terribly slow.
lassen	verb		Lass deine Jacke hier im Flur.	Leave your jacket here in the hall.
leider	adverb		Leider kann ich am Samstag nicht kommen.	Unfortunately I can't come on Saturday.
leid tun (es tut mir leid)	verb		Es tut mir leid, ich habe deinen Geburtstag vergessen.	I'm sorry, I forgot your birthday.
leihen (sich)	verb		Kannst du mir bitte zehn Euro leihen?	Can you lend me ten euros, please?
letzt	adjective		Letzte Woche war ich in Wien.	Last week I was in Vienna.
machen	verb		Was machst du am Wochenende?	What are you doing at the weekend?
mal e.g. zweimal	other		Ich gehe zweimal in der Woche schwimmen.	I go swimming twice a week.
mäßig	adjective		Das Wetter im Urlaub war nur mäßig.	The weather on holiday was only moderate.
mehr	adverb		Ich brauche mehr Zeit für diese Aufgabe.	I need more time for this task.
mehrere	pronoun		Mehrere Schüler haben sich für den Kurs angemeldet.	Several pupils have signed up for the course.
Meinung	noun	die	Meiner Meinung nach ist das keine gute Idee.	In my opinion that is not a good idea.
mit freundlichen Grüßen	other		Mit freundlichen Grüßen, Thomas Weber.	Yours sincerely, Thomas Weber.
mögen	verb		Ich mag keinen Kaffee ohne Milch.	I don't like coffee without milk.
möglich	adjective		Ist es möglich, den Termin zu verschieben?	Is it possible to move the appointment?
müssen	verb		Ich muss heute Abend noch lernen.	I have to study this evening.
natürlich	adverb		Natürlich helfe ich dir beim Umzug.	Of course I'll help you with the move.
nehmen	verb		Ich nehme jeden Morgen den Bus.	I take the bus every morning.
nein	other		Nein, das geht leider nicht.	No, unfortunately that's not possible.
neu	adjective		Wir haben einen neuen Lehrer in Englisch.	We have a new teacher in English.
nicht	adverb		Ich verstehe diese Aufgabe nicht.	I don't understand this exercise.
nichts	pronoun		Im Kühlschrank ist leider nichts mehr.	Unfortunately there is nothing left in the fridge.
niemand	pronoun		Gestern war niemand zu Hause.	Yesterday nobody was at home.
Nummer	noun	die	Kannst du mir deine Nummer geben?	Can you give me your number?
nur	adverb		Ich habe nur fünf Euro dabei.	I only have five euros with me.
oder	conjunction		Möchtest du Tee oder Kaffee?	Would you like tea or coffee?
offen	adjective		Das Fenster war die ganze Nacht offen.	The window was open all night.
öffnen	verb		Können Sie bitte das Fenster öffnen?	Could you open the window, please?
oft	adverb		Ich gehe oft mit dem Hund spazieren.	I often go for a walk with the dog.
ohne	preposition		Ohne Handy gehe ich nicht aus dem Haus.	I don't leave the house without my mobile.
Paar (ein)	noun	das	Ich brauche ein neues Paar Schuhe.	I need a new pair of shoes.
paar (ein)	other		Ich bleibe nur ein paar Tage in Berlin.	I'm only staying in Berlin for a few days.
prima!	other		Du hast bestanden? Prima!	You passed? Great!
pro	preposition		Ich arbeite dreißig Stunden pro Woche.	I work thirty hours per week.
Prost!	other		Prost! Auf deine Gesundheit!	Cheers! To your health!
Prozent	noun	das	Fast fünfzig Prozent der Klasse lernen Spanisch.	Almost fifty per cent of the class learn Spanish.
Qualität	noun	die	Die Qualität dieser Schuhe ist wirklich gut.	The quality of these shoes is really good.
Quatsch	noun	der	Das ist doch alles Quatsch!	That's all nonsense!
rufen	verb		Meine Mutter hat mich in die Küche gerufen.	My mother called me into the kitchen.
ruhig (Ruhe)	adjective		Unsere Straße ist abends sehr ruhig.	Our street is very quiet in the evening.
rund	adjective		Der Tisch in der Küche ist rund.	The table in the kitchen is round.
sagen	verb		Kannst du mir sagen, wie spät es ist?	Can you tell me what time it is?
Schade!	other		Du kannst nicht mitkommen? Schade!	You can't come along? What a pity!
schlecht	adjective		Das Wetter war letzte Woche ziemlich schlecht.	The weather was rather bad last week.
schließen (abschließen)	verb		Vergiss nicht, die Tür abzuschließen!	Don't forget to lock the door!
schließlich	adverb		Schließlich haben wir doch noch einen Platz gefunden.	Finally we did find a seat after all.
schlimm	adjective		Der Unfall war zum Glück nicht schlimm.	Luckily the accident was not bad.
schrecklich	adjective		Das Essen in der Kantine war schrecklich.	The food in the canteen was terrible.
schreien	verb		Das Baby hat die ganze Nacht geschrien.	The baby screamed all night.
sehr	adverb		Ich bin heute sehr müde.	I am very tired today.
sein	verb		Meine Schwester ist siebzehn Jahre alt.	My sister is seventeen years old.
seitdem	adverb		Er ist umgezogen und seitdem sehen wir ihn selten.	He moved away and since then we rarely see him.
Sekunde	noun	die	Warte eine Sekunde, ich hole meine Jacke.	Wait a second, I'll fetch my jacket.
selbe (der/das/dieselbe)	pronoun		Wir gehen in dieselbe Schule.	We go to the same school.
sicher	adverb		Bist du sicher, dass der Laden heute offen ist?	Are you sure that the shop is open today?
sogar	adverb		Er hat sogar am Sonntag gearbeitet.	He even worked on Sunday.
sollen ("sollte")	verb		Du solltest mehr Obst essen.	You should eat more fruit.
sonst	adverb		Beeil dich, sonst verpassen wir den Zug.	Hurry up, otherwise we'll miss the train.
sowohl ... als auch	conjunction		Sie spricht sowohl Französisch als auch Deutsch.	She speaks both French and German.
toll!	other		Dein neues Fahrrad sieht toll aus!	Your new bike looks great!
Tschüs(s) !	other		Tschüss, bis morgen in der Schule!	Bye, see you at school tomorrow!
tun	verb		Ich weiß nicht, was ich jetzt tun soll.	I don't know what I should do now.
überall	adverb		Ich habe überall nach meinem Schlüssel gesucht.	I looked everywhere for my key.
Uhr	noun	die	Meine Uhr geht fünf Minuten vor.	My watch is five minutes fast.
um ... zu	other		Ich lerne Deutsch, um in Wien zu studieren.	I am learning German in order to study in Vienna.
und	conjunction		Ich habe einen Bruder und zwei Schwestern.	I have one brother and two sisters.
unmöglich	adjective		Es ist unmöglich, das bis morgen zu schaffen.	It is impossible to manage that by tomorrow.
verschieden	adjective		Wir haben ganz verschiedene Interessen.	We have quite different interests.
Verzeihung!	noun	die	Verzeihung, ich habe Sie nicht gesehen!	Sorry, I didn't see you!
viel	adverb		Er hat mir viel über seine Reise erzählt.	He told me a lot about his journey.
vielleicht	adverb		Vielleicht kommt sie später noch vorbei.	Perhaps she'll come round later.
Viertel	noun	das	Wir treffen uns um Viertel nach sieben.	We are meeting at a quarter past seven.
voll	adjective		Der Bus war heute Morgen völlig voll.	The bus was completely full this morning.
wahr (nicht wahr?)	adjective		Du kommst doch mit, nicht wahr?	You are coming with us, aren't you?
wechseln	verb		Ich möchte am Bahnhof Geld wechseln.	I would like to change money at the station.
weil	conjunction		Ich bleibe zu Hause, weil ich krank bin.	I am staying at home because I am ill.
Weise (auf diese Weise)	noun	die	Auf diese Weise sparen wir viel Zeit.	In this way we save a lot of time.
wenig(er)	adverb		Ich habe in diesem Monat weniger Geld ausgegeben.	I spent less money this month.
wenigstens	adverb		Ruf mich wenigstens einmal in der Woche an!	Call me at least once a week!
wenn	conjunction		Wenn ich Zeit habe, besuche ich dich.	If I have time, I'll visit you.
werden	verb		Es wird langsam dunkel.	It is slowly getting dark.
wichtig	adjective		Für mich ist Pünktlichkeit sehr wichtig.	Punctuality is very important to me.
wie	conjunction		Sie ist genauso groß wie ihre Mutter.	She is just as tall as her mother.
Wie bitte?	other		Wie bitte? Können Sie das wiederholen?	Pardon? Could you repeat that?
Wie geht's?	other		Hallo Anna, wie geht's?	Hello Anna, how are you?
wieder	adverb		Er ist gestern wieder zu spät gekommen.	He came late again yesterday.
wiederholen	verb		Können Sie den Satz bitte wiederholen?	Could you repeat the sentence, please?
willkommen	adjective		Herzlich willkommen in unserer Schule!	A warm welcome to our school!
wirklich	adverb		Das Konzert war wirklich fantastisch.	The concert was really fantastic.
wollen	verb		Ich will nächstes Jahr nach Deutschland fahren.	I want to go to Germany next year.
wunderbar	adjective		Wir hatten wunderbares Wetter am Meer.	We had wonderful weather at the seaside.
Wunsch	noun	der	Hast du einen besonderen Wunsch zum Geburtstag?	Do you have a special wish for your birthday?
wünschen	verb		Ich wünsche dir viel Glück bei der Prüfung!	I wish you good luck in the exam!
Zahl	noun	die	Die Zahl der Schüler ist dieses Jahr gestiegen.	The number of pupils has risen this year.
ziehen	verb		Man muss die Tür kräftig ziehen.	You have to pull the door hard.
Ziel	noun	das	Mein Ziel ist es, flüssig Deutsch zu sprechen.	My aim is to speak German fluently.
ziemlich	adverb		Die Prüfung war ziemlich schwer.	The exam was quite difficult.
zu	adverb		Diese Jacke ist mir leider zu klein.	Unfortunately this jacket is too small for me.
zufrieden	adjective		Ich bin mit meiner Note sehr zufrieden.	I am very contented with my mark.
zumachen	verb		Mach bitte das Fenster zu, mir ist kalt.	Please close the window, I'm cold.
zusammen	adverb		Wir machen die Hausaufgaben immer zusammen.	We always do our homework together.
Absicht	noun	die	Das war keine Absicht, es tut mir leid.	That was not intentional, I'm sorry.
Achtung	noun	die	Achtung, der Zug fährt gleich ab!	Attention, the train is about to leave!
ähnlich	adjective		Meine Schwester und ich sind uns sehr ähnlich.	My sister and I are very similar.
ahnen	verb		Ich habe geahnt, dass er zu spät kommt.	I suspected that he would be late.
Ahnung	noun	die	Ich habe keine Ahnung, wo mein Handy ist.	I have no idea where my mobile is.
außer(dem)	adverb		Außerdem habe ich morgen einen Termin beim Arzt.	Besides, I have a doctor's appointment tomorrow.
äußerst	adverb		Der Vortrag war äußerst interessant.	The talk was extremely interesting.
bedeuten	verb		Was bedeutet dieses Wort auf Englisch?	What does this word mean in English?
damit	conjunction		Ich lerne jeden Tag, damit ich die Prüfung bestehe.	I study every day so that I pass the exam.
enttäuschen	verb		Das Ende des Films hat mich sehr enttäuscht.	The end of the film disappointed me a lot.
enttäuscht	adjective		Sie war von ihrer Note ziemlich enttäuscht.	She was rather disappointed with her mark.
erklären	verb		Kannst du mir diese Regel noch einmal erklären?	Can you explain this rule to me again?
erlauben	verb		Meine Eltern erlauben mir nicht, so spät auszugehen.	My parents don't allow me to go out so late.
es kommt darauf an	other		Kommst du mit? – Es kommt darauf an, wie das Wetter wird.	Are you coming? – It depends what the weather is like.
fließend	adverb		Er spricht fließend Deutsch und Spanisch.	He speaks German and Spanish fluently.
Folge	noun	die	Die Folge der Hitze war eine schlechte Ernte.	The consequence of the heat was a poor harvest.
gehören	verb		Wem gehört dieses Fahrrad?	Who does this bicycle belong to?
genügen	verb		Zwanzig Euro genügen für das Mittagessen.	Twenty euros will suffice for lunch.
geschehen	verb		Was ist gestern Abend geschehen?	What happened yesterday evening?
häufig	adverb		Im Winter bin ich häufig erkältet.	In winter I frequently have a cold.
heutzutage	adverb		Heutzutage lernen fast alle Kinder am Computer.	Nowadays almost all children learn on the computer.
höchstens	adverb		Die Fahrt dauert höchstens zwanzig Minuten.	The journey takes twenty minutes at most.
im voraus	other		Vielen Dank im Voraus für Ihre Hilfe.	Many thanks in advance for your help.
insgesamt	adverb		Insgesamt waren dreißig Personen auf der Party.	Altogether there were thirty people at the party.
irren (sich)	verb		Wenn ich mich nicht irre, wohnt sie in München.	If I am not wrong, she lives in Munich.
kaum	adverb		Ich konnte ihn am Telefon kaum verstehen.	I could hardly understand him on the phone.
ob	conjunction		Ich weiß nicht, ob er heute kommt.	I don't know whether he is coming today.
obgleich / obwohl	conjunction		Obwohl es regnete, sind wir spazieren gegangen.	Although it was raining, we went for a walk.
sobald	conjunction		Sobald der Film zu Ende ist, gehe ich ins Bett.	As soon as the film is over, I'll go to bed.
statt	preposition		Statt eines Buches hat sie ihm eine CD geschenkt.	Instead of a book she gave him a CD.
umsonst	adverb		Wir haben umsonst auf ihn gewartet.	We waited for him in vain.
völlig	adverb		Nach dem Spiel war ich völlig erschöpft.	After the match I was completely exhausted.
vor allem	other		Ich mag Sport, vor allem Schwimmen.	I like sport, above all swimming.
vor kurzem	other		Vor kurzem haben wir ein neues Auto gekauft.	Recently we bought a new car.
Vorsicht (vorsichtig)	noun	die	Vorsicht, der Boden ist nass!	Careful, the floor is wet!
wagen	verb		Er hat nicht gewagt, seine Eltern zu fragen.	He didn't dare to ask his parents.
während	conjunction		Während ich koche, deckt mein Bruder den Tisch.	While I cook, my brother lays the table.
weder … noch	conjunction		Ich habe weder Zeit noch Geld für einen Urlaub.	I have neither time nor money for a holiday.
wertvoll / wertlos	adjective		Diese alte Uhr ist sehr wertvoll.	This old watch is very valuable.
zusätzlich	adjective		Wir brauchen zusätzliche Stühle für die Gäste.	We need additional chairs for the guests.
zwar	adverb		Das Zimmer ist zwar klein, aber sehr gemütlich.	The room is indeed small, but very cosy.
