Reifen	noun	der	Der Reifen hinten links hat zu wenig Luft.	The rear left tyre has too little air.
Reifenpanne	noun	die	Auf dem Weg hatten wir eine Reifenpanne.	On the way we had a puncture.
Reparatur	noun	die	Die Reparatur des Autos war sehr teuer.	The repair of the car was very expensive.
reparieren	verb		Mein Vater repariert mein Fahrrad selbst.	My father repairs my bike himself.
Scheinwerfer	noun	der	Ein Scheinwerfer am Auto ist kaputt.	One headlight on the car is broken.
Schornstein	noun	der	Aus dem Schornstein steigt grauer Rauch.	Grey smoke rises from the chimney.
Strom	noun	der	Wir sollten zu Hause weniger Strom verbrauchen.	We should use less electricity at home.
Süden (südlich)	noun	der	Im Süden ist es im Sommer viel wärmer.	In the south it is much warmer in summer.
Umwelt	noun	die	Wir müssen alle die Umwelt schützen.	We all have to protect the environment.
verbieten (verboten)	verb		In diesem Park ist das Grillen verboten.	Barbecuing is forbidden in this park.
vergessen	verb		Ich habe leider deinen Namen vergessen.	Unfortunately I have forgotten your name.
Vorteil	noun	der	Ein Vorteil des Zuges ist, dass er pünktlich ist.	One advantage of the train is that it is punctual.
Welt	noun	die	Er hat schon die halbe Welt gesehen.	He has already seen half the world.
Westen	noun	der	Die Sonne geht im Westen unter.	The sun sets in the west.
Zigarette	noun	die	Er hat mit den Zigaretten endlich aufgehört.	He has finally given up cigarettes.
Zoll	noun	der	Am Flughafen mussten wir durch den Zoll.	At the airport we had to go through customs.
Abschleppwagen	noun	der	Der Abschleppwagen kam nach einer halben Stunde.	The breakdown lorry came after half an hour.
abschliessen	verb		Vergiss nicht, das Fahrrad abzuschließen!	Don't forget to lock up the bike!	The source document spells this "abschliessen"; the standard German spelling is "abschließen".
Altpapier	noun	das	Das Altpapier kommt in die blaue Tonne.	The waste paper goes in the blue bin.
anzünden	verb		Wir zünden die Kerzen am Baum an.	We light the candles on the tree.
aufgeben	verb		Mein Onkel hat das Rauchen aufgegeben.	My uncle has given up smoking.
behandeln	verb		Man sollte Tiere gut behandeln.	You should treat animals well.
Behandlung	noun	die	Die Behandlung im Krankenhaus war kostenlos.	The treatment in the hospital was free.
behindert	adjective		Für behinderte Menschen gibt es einen Aufzug.	There is a lift for disabled people.
beklagen (sich)	verb		Die Nachbarn beklagen sich über den Lärm.	The neighbours are complaining about the noise.
beleuchten	verb		Der Dom wird abends hell beleuchtet.	The cathedral is brightly lit up in the evening.
beschädigen	verb		Der Sturm hat das Dach beschädigt.	The storm damaged the roof.
beschäftigt	adjective		Meine Mutter ist zurzeit sehr beschäftigt.	My mother is very busy at the moment.
beschließen	verb		Wir haben beschlossen, weniger Auto zu fahren.	We have decided to drive less.
beschweren (sich)	verb		Ich möchte mich über den Service beschweren.	I would like to complain about the service.
bessern (sich)	verb		Die Luft in der Stadt hat sich gebessert.	The air in the town has improved.
Besserung	noun	die	Gute Besserung und werde schnell gesund!	Get well soon and be healthy again quickly!
bestätigen	verb		Bitte bestätigen Sie die Buchung per E-Mail.	Please confirm the booking by email.
bestehen auf	verb		Er besteht auf einer schriftlichen Antwort.	He insists on a written answer.
betrügen	verb		Der Verkäufer hat die Kunden betrogen.	The salesman deceived the customers.
betrunken	adjective		Betrunken darf man nicht Auto fahren.	You must not drive a car when drunk.
beweisen	verb		Er konnte seine Unschuld nicht beweisen.	He could not prove his innocence.
Dieb(stahl)	noun	der	Der Dieb wurde von der Polizei gefasst.	The thief was caught by the police.
dringend	adjective		Ich brauche dringend deine Hilfe.	I urgently need your help.
drogensüchtig	adjective		Er war jahrelang drogensüchtig.	He was drug dependent for years.
drohen	verb		Ein starkes Gewitter droht am Abend.	A strong thunderstorm threatens in the evening.
Einbrecher	noun	der	Der Einbrecher kam durch das Fenster.	The burglar came in through the window.
ertrinken	verb		Im Meer kann man bei hohen Wellen ertrinken.	You can drown in the sea when the waves are high.
Flaschencontainer	noun	der	Die leeren Flaschen bringen wir zum Flaschencontainer.	We take the empty bottles to the bottle bank.
Fleck	noun	der	Auf meinem Hemd ist ein großer Fleck.	There is a big stain on my shirt.
Gefängnis	noun	das	Der Dieb muss zwei Jahre ins Gefängnis.	The thief has to go to prison for two years.
Geldstrafe	noun	die	Für zu schnelles Fahren gab es eine Geldstrafe.	There was a fine for driving too fast.
Gesetz	noun	das	Ein neues Gesetz schützt die Umwelt besser.	A new law protects the environment better.
gestattet	adjective		Rauchen ist hier nicht gestattet.	Smoking is not permitted here.
Gewohnheit	noun	die	Früh aufstehen ist bei mir eine Gewohnheit.	Getting up early is a habit of mine.
globale Erwärmung	noun	die	Die globale Erwärmung ist ein großes Problem.	Global warming is a big problem.
klagen	verb		Viele Leute klagen über die hohen Preise.	Many people complain about the high prices.
Kraftwerk	noun	das	Das alte Kraftwerk wird bald geschlossen.	The old power station will soon be closed.
löschen	verb		Die Feuerwehr hat das Feuer schnell gelöscht.	The fire brigade quickly put out the fire.
lösen	verb		Wir müssen dieses Problem gemeinsam lösen.	We have to solve this problem together.
lügen	verb		Er hat mich angesehen und einfach gelogen.	He looked at me and simply lied.
Missverständnis	noun	das	Das war nur ein kleines Missverständnis.	That was only a small misunderstanding.
Mond	noun	der	Heute Nacht ist der Mond sehr hell.	Tonight the moon is very bright.
Mord	noun	der	Der Krimi handelt von einem Mord in London.	The thriller is about a murder in London.
Not(ruf)	noun	die	Bei einem Unfall wählt man den Notruf.	In an accident you dial the emergency number.
Rat	noun	der	Mein Vater hat mir einen guten Rat gegeben.	My father gave me some good advice.
raten	verb		Der Lehrer hat mir geraten, mehr zu üben.	The teacher advised me to practise more.
recyceln	verb		Zu Hause recyceln wir Papier und Glas.	At home we recycle paper and glass.
reduzieren	verb		Wir sollten unseren Müll reduzieren.	We should reduce our rubbish.
Regel	noun	die	In der Schule gibt es strenge Regeln.	At school there are strict rules.
Regierung	noun	die	Die Regierung will die Steuern senken.	The government wants to lower taxes.
Retten	verb		Der Bademeister hat das Kind gerettet.	The lifeguard rescued the child.
Rettung	noun	die	Die Rettung der Tiere dauerte Stunden.	The rescue of the animals took hours.
Risiko	noun	das	Rauchen ist ein großes Risiko für die Gesundheit.	Smoking is a big risk for your health.
Rollstuhl	noun	der	Mein Nachbar sitzt seit dem Unfall im Rollstuhl.	My neighbour has been in a wheelchair since the accident.
schämen (sich)	verb		Ich schäme mich für mein Verhalten.	I am ashamed of my behaviour.
schulden	verb		Ich schulde dir noch zehn Euro.	I still owe you ten euros.
schuldig	adjective		Das Gericht hat ihn schuldig gesprochen.	The court found him guilty.
schützen	verb		Wir müssen die Wälder besser schützen.	We have to protect the forests better.
Sozialwohnung	noun	die	Die Familie wohnt in einer Sozialwohnung.	The family lives in a council house.
stehlen	verb		Jemand hat mir das Fahrrad gestohlen.	Someone stole my bicycle.
sterben	verb		Mein Urgroßvater ist mit neunzig gestorben.	My great-grandfather died at ninety.
Tod	noun	der	Nach dem Tod seines Hundes war er sehr traurig.	After the death of his dog he was very sad.
töten	verb		Der Sturm hat viele Bäume getötet.	The storm killed many trees.
trampen / per Anhalter fahren	verb		Früher sind viele Studenten getrampt.	In the past many students used to hitch-hike.
Treibhauseffekt	noun	der	Der Treibhauseffekt verändert unser Klima.	The greenhouse effect is changing our climate.
überschwemmen	verb		Der Fluss hat die Felder überschwemmt.	The river flooded the fields.
umkommen / ums Leben kommen	verb		Bei dem Unfall sind zwei Menschen umgekommen.	Two people died in the accident.
umtauschen	verb		Kann ich diese Jacke umtauschen?	Can I exchange this jacket?
Unterschied	noun	der	Der Unterschied zwischen beiden ist klein.	The difference between the two is small.
verbrauchen	verb		Dieses Auto verbraucht sehr viel Benzin.	This car uses a lot of petrol.
verderben	verb		Der Regen hat uns den Ausflug verdorben.	The rain spoiled our trip.
vergiften	verb		Die Fabrik hat den Fluss vergiftet.	The factory poisoned the river.
Vergleich (vergleichen)	noun	der	Im Vergleich zu gestern ist es heute kalt.	In comparison with yesterday it is cold today.
verhaften	verb		Die Polizei hat den Dieb verhaftet.	The police arrested the thief.
verirren / verlaufen (sich)	verb		Im Wald haben wir uns leider verirrt.	Unfortunately we lost our way in the forest.
vermeiden	verb		Man sollte unnötige Autofahrten vermeiden.	You should avoid unnecessary car journeys.
verschmutzen (Verschmutzung)	verb		Die Fabriken verschmutzen die Luft.	The factories pollute the air.
verschwenden	verb		Wir verschwenden zu Hause zu viel Wasser.	We waste too much water at home.
verschwinden	verb		Mein Schlüssel ist einfach verschwunden.	My key has simply disappeared.
versichern (Versicherung)	verb		Man muss sein Auto versichern lassen.	You have to have your car insured.
verstecken	verb		Die Kinder verstecken sich hinter dem Baum.	The children are hiding behind the tree.
wegwerfen	verb		Wirf das alte Papier bitte nicht weg.	Please don't throw the old paper away.
wieder verwerten	verb		Glas kann man sehr gut wieder verwerten.	Glass can be recycled very well.
zerstören	verb		Der Sturm hat viele Häuser zerstört.	The storm destroyed many houses.
Zeuge	noun	der	Ein Zeuge hat den Unfall gesehen.	A witness saw the accident.
