im Freien	other		Im Sommer essen wir gern im Freien.	In summer we like eating in the open air.
Jugendklub	noun	der	Am Mittwoch treffen wir uns im Jugendklub.	On Wednesday we meet at the youth club.
Jugendliche (r)	noun	der	Für Jugendliche ist der Eintritt billiger.	For young people admission is cheaper.
jung	adjective		Meine Eltern sind noch relativ jung.	My parents are still relatively young.
Kalender/Terminkalender	noun	der	Ich schreibe alle Termine in meinen Kalender.	I write all my appointments in my diary.
Karte(n)	noun	die	Am Abend spielen wir gern Karten.	In the evening we like playing cards.
kaufen	verb		Ich möchte mir neue Schuhe kaufen.	I would like to buy new shoes.
Kaufhaus	noun	das	Im Kaufhaus gibt es alles unter einem Dach.	In the department store there is everything under one roof.
kennen	verb		Ich kenne ihn schon seit der Grundschule.	I have known him since primary school.
kennen lernen	verb		Im Urlaub habe ich viele nette Leute kennen gelernt.	On holiday I got to know a lot of nice people.
kosten(los)	verb		Wie viel kostet die Karte für das Konzert?	How much does the ticket for the concert cost?
Kuss	noun	der	Zum Abschied gab sie ihm einen Kuss.	She gave him a kiss goodbye.
lachen	verb		Wir haben den ganzen Abend gelacht.	We laughed all evening.
Lust haben	verb		Hast du Lust, ins Kino zu gehen?	Do you feel like going to the cinema?
malen	verb		Meine Schwester malt gern mit Wasserfarben.	My sister likes painting with watercolours.
Mitglied	noun	das	Ich bin seit zwei Jahren Mitglied im Sportverein.	I have been a member of the sports club for two years.
Preis	noun	der	Der Preis für die Karten ist zu hoch.	The price for the tickets is too high.
preiswert	adjective		Das Menü im Restaurant war sehr preiswert.	The set meal in the restaurant was very good value.
Rechnung	noun	die	Können wir bitte die Rechnung haben?	Could we have the bill, please?
reservieren	verb		Wir haben einen Tisch für vier Personen reserviert.	We reserved a table for four people.
sammeln	verb		Mein Bruder sammelt alte Briefmarken.	My brother collects old stamps.
Schach	noun	das	Mein Opa spielt jeden Sonntag Schach.	My grandpa plays chess every Sunday.
schenken	verb		Zum Geburtstag schenke ich ihr ein Buch.	For her birthday I'm giving her a book.
schicken (eine SMS / eine E-mail)	verb		Ich schicke dir gleich eine E-Mail.	I'll send you an email right away.
Schlussverkauf	noun	der	Im Schlussverkauf war die Jacke viel billiger.	In the sale the jacket was much cheaper.
Sonderangebot	noun	das	Der Kaffee ist diese Woche im Sonderangebot.	The coffee is on special offer this week.
spannend	adjective		Der Film gestern Abend war sehr spannend.	The film yesterday evening was very exciting.
Spaß	noun	der	Das Fest hat allen großen Spaß gemacht.	The party was great fun for everyone.
spät	adjective		Gestern bin ich sehr spät nach Hause gekommen.	Yesterday I came home very late.
teuer	adjective		Die Karten für das Konzert waren sehr teuer.	The tickets for the concert were very expensive.
treffen	verb		Ich treffe meine Freunde am Marktplatz.	I'm meeting my friends at the market place.
Treffpunkt	noun	der	Unser Treffpunkt ist vor dem Kino.	Our meeting place is in front of the cinema.
verbringen	verb		Die Ferien verbringen wir bei meinen Großeltern.	We are spending the holidays at my grandparents'.
verkaufen (ausverkaufen)	verb		Er hat sein altes Fahrrad verkauft.	He sold his old bicycle.
vorstellen (sich)	verb		Darf ich mich kurz vorstellen?	May I introduce myself briefly?
zahlen	verb		Wir möchten bitte zahlen.	We would like to pay, please.
begegnen	verb		Gestern bin ich meinem alten Lehrer begegnet.	Yesterday I met my old teacher.
begleiten	verb		Ich begleite dich gern zum Bahnhof.	I'll gladly accompany you to the station.
bekannt	adjective		Dieses Café ist in der ganzen Stadt bekannt.	This café is well known throughout the town.
Bekannter	noun	der	Ein Bekannter von mir arbeitet dort.	An acquaintance of mine works there.
drucken	verb		Kannst du die Karten für mich drucken?	Can you print the tickets for me?
Drucker	noun	der	Der Drucker im Büro ist schon wieder kaputt.	The printer in the office is broken again.
empfehlen	verb		Können Sie mir ein gutes Restaurant empfehlen?	Can you recommend me a good restaurant?
Ergebnis	noun	das	Das Ergebnis der Umfrage war überraschend.	The result of the survey was surprising.
Ermässigung	noun	die	Schüler bekommen eine Ermäßigung von zwanzig Prozent.	Pupils get a discount of twenty per cent.	The source document spells this "Ermässigung"; the standard German spelling is "Ermäßigung".
Faschingsdienstag	noun	der	Am Faschingsdienstag gibt es einen großen Umzug.	On Shrove Tuesday there is a big procession.
faulenzen	verb		Am Sonntag faulenze ich den ganzen Tag.	On Sunday I laze about all day.
feiern	verb		Wir feiern morgen den Geburtstag meiner Mutter.	Tomorrow we are celebrating my mother's birthday.
Festtag	noun	der	Der erste Mai ist bei uns ein Festtag.	The first of May is a public holiday here.
Gebühr	noun	die	Für die Anmeldung muss man eine Gebühr zahlen.	You have to pay a fee for the registration.
gebührenfrei / gratis	adjective		Der Eintritt für Kinder ist gratis.	Admission for children is free.
Gemälde	noun	das	Im Museum hängt ein berühmtes Gemälde.	A famous painting hangs in the museum.
herunterladen	verb		Ich habe mir gestern ein neues Lied heruntergeladen.	Yesterday I downloaded a new song.
Hochzeit	noun	die	Die Hochzeit meiner Schwester ist im Juni.	My sister's wedding is in June.
Kabel	noun	das	Das Kabel für den Drucker fehlt.	The cable for the printer is missing.
Karneval	noun	der	In Köln wird Karneval groß gefeiert.	In Cologne carnival is celebrated in a big way.
Kerze	noun	die	Auf dem Tisch brennt eine rote Kerze.	A red candle is burning on the table.
Messe	noun	die	Am Sonntag gehen meine Großeltern in die Messe.	On Sunday my grandparents go to mass.
plaudern	verb		Wir haben eine Stunde lang geplaudert.	We chatted for an hour.
Schaufensterbummel	noun	der	Am Samstag machen wir einen Schaufensterbummel.	On Saturday we go window shopping.
schieben	verb		Er hat sein kaputtes Rad nach Hause geschoben.	He pushed his broken bike home.
schmücken	verb		Wir schmücken den Baum am Heiligabend.	We decorate the tree on Christmas Eve.
Sitten	noun	die	In jedem Land gibt es andere Sitten.	In every country there are different customs.
Tastatur	noun	die	Auf der Tastatur fehlt eine Taste.	A key is missing from the keyboard.
tippen	verb		Ich tippe die Einladung schnell am Computer.	I'll quickly type the invitation on the computer.
überraschen	verb		Sein Geschenk hat mich sehr überrascht.	His present surprised me a lot.
Verabredung	noun	die	Ich habe heute Abend eine Verabredung.	I have an appointment this evening.
Veranstaltung	noun	die	Die Veranstaltung beginnt um acht Uhr.	The event begins at eight o'clock.
vorziehen	verb		Ich ziehe einen ruhigen Abend zu Hause vor.	I prefer a quiet evening at home.
