Schauspieler/in	noun	der	Dieser Schauspieler spielt auch im Theater.	This actor also acts in the theatre.
sehen	verb		Ich sehe abends nur selten fern.	In the evening I rarely watch television.
singen	verb		Wir singen jeden Donnerstag im Chor.	We sing in the choir every Thursday.
Stereoanlage	noun	die	Meine Stereoanlage ist ziemlich laut.	My stereo system is quite loud.
Tanz	noun	der	Der erste Tanz war ein Walzer.	The first dance was a waltz.
tanzen	verb		Auf der Party haben wir bis spät getanzt.	At the party we danced until late.
Taschenbuch	noun	das	Im Urlaub lese ich am liebsten ein Taschenbuch.	On holiday I like reading a paperback best.
Theater(stück)	noun	das	Am Freitag gehen wir ins Theater.	On Friday we are going to the theatre.
Tragödie	noun	die	Diese Tragödie ist von Shakespeare.	This tragedy is by Shakespeare.
zeichnen	verb		Meine Freundin zeichnet sehr gut.	My friend draws very well.
zeigen	verb		Kannst du mir bitte deine Fotos zeigen?	Can you show me your photos, please?
Zeit	noun	die	Ich habe im Moment wenig Zeit zum Lesen.	At the moment I have little time for reading.
Zeitschrift	noun	die	Diese Zeitschrift erscheint jeden Monat.	This magazine comes out every month.
Zeitung	noun	die	Mein Vater liest morgens die Zeitung.	My father reads the newspaper in the morning.
Abenteuer	noun	das	Die Reise war für uns ein echtes Abenteuer.	The journey was a real adventure for us.
aufführen	verb		Unsere Klasse führt ein Theaterstück auf.	Our class is performing a play.
Aufführung	noun	die	Die Aufführung beginnt um neunzehn Uhr.	The performance starts at seven p.m.
Bildschirm	noun	der	Der Bildschirm ist zu hell eingestellt.	The screen is set too bright.
blasen	verb		Er blies kräftig in die Trompete.	He blew hard into the trumpet.
Blaskapelle	noun	die	Auf dem Fest spielte eine Blaskapelle.	A brass band played at the festival.
Bühne	noun	die	Die Sängerin stand allein auf der Bühne.	The singer stood alone on the stage.
Fernbedienung	noun	die	Die Fernbedienung liegt unter dem Sofa.	The remote control is under the sofa.
Garderobe	noun	die	Die Mäntel geben wir an der Garderobe ab.	We leave our coats at the cloakroom.
Gerät	noun	das	Dieses Gerät ist einfach zu bedienen.	This piece of equipment is easy to operate.
Geräusch	noun	das	Aus der Küche kam ein seltsames Geräusch.	A strange noise came from the kitchen.
Medien (Massenmedien)	noun	die	Die Medien berichten viel über das Thema.	The media report a lot about the subject.
Moderator	noun	der	Der Moderator stellte interessante Fragen.	The presenter asked interesting questions.
Parkett	noun	das	Wir hatten Plätze im Parkett.	We had seats in the stalls.
passieren	verb		Was ist gestern im Theater passiert?	What happened at the theatre yesterday?
Rang	noun	der	Vom Rang sieht man die Bühne sehr gut.	From the circle you can see the stage very well.
Stimme	noun	die	Sie hat eine wunderschöne Stimme.	She has a beautiful voice.
Stimmung	noun	die	Auf dem Konzert war die Stimmung fantastisch.	At the concert the atmosphere was fantastic.
Tagesschau	noun	die	Um acht Uhr sehen wir die Tagesschau.	At eight o'clock we watch the evening news.
Unterhaltung	noun	die	Für gute Unterhaltung war an dem Abend gesorgt.	Good entertainment was provided that evening.
Untertitel	noun	der	Den Film schaue ich mit Untertiteln.	I watch the film with subtitles.
Vorstellung	noun	die	Die letzte Vorstellung beginnt um zweiundzwanzig Uhr.	The last performance begins at ten p.m.
Werbung	noun	die	Die Werbung im Fernsehen nervt mich.	The advertising on TV annoys me.
Zuschauer	noun	der	Die Zuschauer haben lange geklatscht.	The audience clapped for a long time.
