notwendig	adjective		Es ist notwendig, jeden Tag zu üben.	It is necessary to practise every day.
nützlich	adjective		Dieses Wörterbuch ist wirklich sehr nützlich.	This dictionary is really very useful.
nutzlos	adjective		Ohne Übung ist alles Lernen nutzlos.	Without practice all learning is useless.
Oberstufe	noun	die	In der Oberstufe kann man Fächer wählen.	In the sixth form you can choose subjects.
Pause (Mittagspause)	noun	die	In der Pause spielen wir auf dem Schulhof.	During the break we play in the school playground.
Platz	noun	der	Mein Platz ist neben dem Fenster.	My seat is next to the window.
prüfen	verb		Der Lehrer prüft unsere Hausaufgaben jeden Tag.	The teacher checks our homework every day.
Prüfung / Examen	noun	die	Die Prüfung dauert zwei Stunden.	The examination lasts two hours.
Punkt	noun	der	Für diese Aufgabe bekommt man fünf Punkte.	For this exercise you get five points.
pünktlich	adjective		Bitte sei morgen pünktlich in der Schule!	Please be at school on time tomorrow!
richtig	adjective		Deine Antwort war völlig richtig.	Your answer was completely correct.
Saal / Halle	noun	der	Das Konzert findet im großen Saal statt.	The concert takes place in the big hall.
schreiben	verb		Wir schreiben morgen einen Aufsatz.	Tomorrow we are writing an essay.
Schreibpapier	noun	das	Ich brauche noch Schreibpapier für die Prüfung.	I still need writing paper for the exam.
Schreibwarengeschäft	noun	das	Hefte kaufe ich im Schreibwarengeschäft.	I buy exercise books at the stationer's.
Schuldirektor/in	noun	der	Der Schuldirektor hat eine kurze Rede gehalten.	The head teacher gave a short speech.
Schule	noun	die	Meine Schule liegt zehn Minuten von hier.	My school is ten minutes from here.
Schüler/in	noun	der	Die Schüler warten schon vor dem Klassenzimmer.	The pupils are already waiting in front of the classroom.
Schüleraustausch	noun	der	Beim Schüleraustausch war ich in Bremen.	On the school exchange I was in Bremen.
Schulhof	noun	der	Auf dem Schulhof spielen die Kinder Fußball.	The children play football in the school playground.
Schulstunde	noun	die	Eine Schulstunde dauert bei uns fünfundvierzig Minuten.	At our school a lesson lasts forty-five minutes.
schwach	adjective		In Mathematik bin ich leider ziemlich schwach.	Unfortunately I am rather weak in maths.
schweigen	verb		Während der Prüfung müssen alle schweigen.	During the exam everyone has to be silent.
schwer	adjective		Die letzte Aufgabe war besonders schwer.	The last exercise was particularly difficult.
schwierig	adjective		Deutsche Grammatik finde ich schwierig.	I find German grammar difficult.
Seite	noun	die	Schlagt bitte Seite fünfzig auf.	Please open at page fifty.
Semester / Trimester	noun	das	Im nächsten Semester lerne ich Spanisch.	Next term I am learning Spanish.
stimmt (das stimmt)	verb		Das stimmt, die Prüfung ist am Freitag.	That's right, the exam is on Friday.
Student/in	noun	der	Meine Schwester ist Studentin in Berlin.	My sister is a student in Berlin.
studieren	verb		Ich möchte später Medizin studieren.	Later I would like to study medicine.
Stunde	noun	die	Die erste Stunde beginnt um acht Uhr.	The first lesson begins at eight o'clock.
Stundenplan	noun	der	Auf dem Stundenplan steht heute Sport.	Sport is on the timetable today.
Tafel	noun	die	Der Lehrer schreibt das Wort an die Tafel.	The teacher writes the word on the board.
Tag	noun	der	Der erste Tag in der neuen Schule war aufregend.	The first day at the new school was exciting.
Tagebuch	noun	das	Im Urlaub führe ich ein Tagebuch.	On holiday I keep a diary.
Unterricht	noun	der	Der Unterricht endet heute um halb zwei.	Lessons end today at half past one.
unterrichten	verb		Frau Meier unterrichtet uns in Englisch.	Mrs Meier teaches us English.
Versuch	noun	der	Der Versuch im Labor hat gut funktioniert.	The experiment in the laboratory worked well.
versuchen	verb		Ich versuche, jeden Tag Vokabeln zu lernen.	I try to learn vocabulary every day.
Wahl(fach)	noun	die	In der Oberstufe hat man die Wahl zwischen vielen Fächern.	In the sixth form you have a choice between many subjects.
wählen	verb		Ich habe Französisch als Wahlfach gewählt.	I chose French as an option subject.
wissen	verb		Ich weiß nicht, wann die Prüfung ist.	I don't know when the exam is.
Woche	noun	die	Diese Woche haben wir zwei Klassenarbeiten.	This week we have two tests.
Wochenende	noun	das	Am Wochenende lerne ich für die Prüfung.	At the weekend I study for the exam.
Wort	noun	das	Dieses Wort kenne ich noch nicht.	I don't know this word yet.
zuhören	verb		Bitte hört dem Lehrer gut zu!	Please listen carefully to the teacher!
Bleistift	noun	der	Zeichne die Linie bitte mit dem Bleistift.	Please draw the line with the pencil.
Etui	noun	das	Meine Stifte sind alle im Etui.	My pens are all in the pencil case.
Filzstift	noun	der	Mit dem Filzstift schreibe ich die Überschrift.	I write the heading with the felt tip pen.
füllen	verb		Sie füllte das Glas mit Wasser.	She filled the glass with water.
Füller	noun	der	Mein Füller schreibt nicht mehr.	My fountain pen doesn't write any more.
Gummi	noun	der	Kannst du mir bitte deinen Gummi leihen?	Can you lend me your rubber, please?
Kugelschreiber / Kuli	noun	der	Hast du einen Kugelschreiber für mich?	Do you have a biro for me?
Lineal	noun	das	Für die Zeichnung brauche ich ein Lineal.	For the drawing I need a ruler.
Notizbuch	noun	das	Ich schreibe alle Ideen in mein Notizbuch.	I write all my ideas in my notebook.
Papier(e)	noun	das	Auf dem Tisch liegt kein Papier mehr.	There is no paper left on the table.
Radiergummi	noun	der	Mein Radiergummi ist unter den Tisch gefallen.	My rubber fell under the table.
Sache(n)	noun	die	Nimm bitte deine Sachen vom Tisch.	Please take your things off the table.
Schere	noun	die	Für das Basteln brauche ich eine Schere.	For the craft work I need scissors.
Stift	noun	der	Hast du einen Stift für mich?	Do you have a pen for me?
Stück	noun	das	Gib mir bitte ein Stück Papier.	Please give me a piece of paper.
Taschenrechner	noun	der	In der Prüfung ist der Taschenrechner erlaubt.	In the exam the calculator is allowed.
Taschentuch	noun	das	Hast du ein Taschentuch für mich?	Do you have a handkerchief for me?
Wörterbuch	noun	das	Ohne Wörterbuch verstehe ich diesen Text nicht.	Without a dictionary I don't understand this text.
Zettel	noun	der	Der Lehrer hat uns einen Zettel gegeben.	The teacher gave us a piece of paper.
Chemie	noun	die	Chemie ist mein schwierigstes Fach.	Chemistry is my most difficult subject.
Erdkunde	noun	die	In Erdkunde lernen wir über Afrika.	In geography we are learning about Africa.
Fach (Wahlfach)	noun	das	Mein Lieblingsfach ist Deutsch.	My favourite subject is German.
Fremdsprache	noun	die	Ich lerne zwei Fremdsprachen in der Schule.	I am learning two foreign languages at school.
GCSE-Prüfungen	noun	die	Im Mai beginnen die GCSE-Prüfungen.	The GCSE exams begin in May.
Geschichte	noun	die	In Geschichte lernen wir über das Mittelalter.	In history we are learning about the Middle Ages.
Hauswirtschaftslehre	noun	die	In Hauswirtschaftslehre haben wir Brot gebacken.	In home economics we baked bread.
Informatik	noun	die	Informatik haben wir zweimal in der Woche.	We have I.T. twice a week.
Mathe(matik)	noun	die	In Mathe schreiben wir morgen einen Test.	In maths we are writing a test tomorrow.
Naturwissenschaften	noun	die	Die Naturwissenschaften interessieren mich am meisten.	Science interests me most.
Pflichtfach	noun	das	Englisch ist bei uns ein Pflichtfach.	English is a compulsory subject at our school.
Physik	noun	die	In Physik machen wir viele Versuche.	In physics we do a lot of experiments.
Religion	noun	die	Religion haben wir am Dienstag.	We have R.E. on Tuesday.
Technologie	noun	die	In Technologie bauen wir kleine Modelle.	In CDT we build small models.
Turnen	noun	das	Turnen macht mir mehr Spaß als Mathe.	P.E. is more fun for me than maths.
Turnhalle	noun	die	Bei Regen haben wir Sport in der Turnhalle.	When it rains we have sport in the gymnasium.
Berufsschule	noun	die	Mein Bruder geht zweimal pro Woche in die Berufsschule.	My brother goes to technical college twice a week.
Gesamtschule	noun	die	Ich gehe auf eine große Gesamtschule.	I go to a big comprehensive school.
Grundschule	noun	die	In der Grundschule war ich vier Jahre.	I was at primary school for four years.
Gymnasium	noun	das	Meine Schwester besucht ein Gymnasium.	My sister goes to a grammar school.
Hauptschule	noun	die	Nach der Hauptschule hat er eine Lehre gemacht.	After secondary modern school he did an apprenticeship.
Internat	noun	das	Er wohnt während der Woche im Internat.	During the week he lives at boarding school.
Kindergarten	noun	der	Meine kleine Schwester geht noch in den Kindergarten.	My little sister still goes to nursery school.
Privatschule	noun	die	Eine Privatschule kostet viel Geld.	A private school costs a lot of money.
Realschule	noun	die	Nach der Realschule möchte er eine Lehre beginnen.	After secondary technical school he wants to start an apprenticeship.
Universität /Uni	noun	die	Meine Cousine studiert an der Universität in Köln.	My cousin studies at the university in Cologne.
Aufsatz	noun	der	Für morgen müssen wir einen Aufsatz schreiben.	For tomorrow we have to write an essay.
Belohnung	noun	die	Als Belohnung durfte ich ins Kino gehen.	As a reward I was allowed to go to the cinema.
Bemerken	verb		Der Lehrer hat meinen Fehler sofort bemerkt.	The teacher noticed my mistake immediately.
benehmen (sich)	verb		Im Unterricht muss man sich gut benehmen.	In class you have to behave well.
beobachten	verb		Wir beobachten die Pflanzen jede Woche.	We observe the plants every week.
Betriebswirtschaft	noun	die	Er studiert Betriebswirtschaft in Hamburg.	He studies business studies in Hamburg.
Bildung	noun	die	Bildung ist der Schlüssel zu einem guten Beruf.	Education is the key to a good job.
brav	adjective		Die Klasse war heute besonders brav.	The class was particularly well behaved today.
Brett (schwarzes)	noun	das	Am schwarzen Brett hängt der Stundenplan.	The timetable is on the notice board.
durchfallen	verb		Er ist in der Prüfung leider durchgefallen.	Unfortunately he failed the exam.
einreichen	verb		Den Aufsatz muss man bis Freitag einreichen.	The essay has to be handed in by Friday.
falten	verb		Faltet das Blatt bitte in der Mitte.	Please fold the sheet in the middle.
Fortschritt(e)	noun	der	In Deutsch mache ich gute Fortschritte.	I am making good progress in German.
Gang	noun	der	Im Gang darf man nicht rennen.	You must not run in the corridor.
herausfinden	verb		Wir sollen herausfinden, wie das funktioniert.	We are supposed to find out how that works.
herunterladen	verb		Die Aufgaben kann man von der Website herunterladen.	You can download the exercises from the website.
kleben	verb		Klebe das Bild bitte in dein Heft.	Please stick the picture in your exercise book.
loben	verb		Der Lehrer hat meine Arbeit gelobt.	The teacher praised my work.
lohnen (sich)	verb		Es lohnt sich, jeden Tag Vokabeln zu lernen.	It is worthwhile learning vocabulary every day.
mangelhaft	adjective		Meine Note in Chemie war leider mangelhaft.	Unfortunately my mark in chemistry was poor.
meinen	verb		Was meinst du zu diesem Thema?	What do you think about this topic?
mündlich	adjective		Die Prüfung in Deutsch ist mündlich.	The exam in German is oral.
nachdenken	verb		Ich muss über deinen Vorschlag noch nachdenken.	I still have to think over your suggestion.
nachsitzen müssen	verb		Wegen der Verspätung musste er nachsitzen.	Because of being late he had to stay behind.
rechnen	verb		In der ersten Klasse lernt man rechnen.	In the first year you learn to calculate.
Rolle	noun	die	Im Theaterstück spiele ich eine kleine Rolle.	In the play I have a small role.
schaffen	verb		Ich habe die Prüfung zum Glück geschafft.	Luckily I passed the exam.
schriftlich	adjective		Die Aufgabe müssen wir schriftlich abgeben.	We have to hand in the exercise in writing.
Schulzeugnis	noun	das	Mein Schulzeugnis war dieses Jahr sehr gut.	My school report was very good this year.
sitzen bleiben	verb		Wenn er nicht lernt, muss er sitzen bleiben.	If he doesn't study, he'll have to repeat the year.
Sozialkunde	noun	die	In Sozialkunde sprechen wir über Politik.	In social science we talk about politics.
stören	verb		Bitte stört die anderen Schüler nicht!	Please don't disturb the other pupils!
übersetzen	verb		Kannst du diesen Satz ins Englische übersetzen?	Can you translate this sentence into English?
Übersetzung	noun	die	Deine Übersetzung war fast fehlerfrei.	Your translation was almost faultless.
Umfrage / Meinungsumfrage	noun	die	Wir haben in der Klasse eine Umfrage gemacht.	We did a survey in the class.
verbessern	verb		Ich möchte meine Aussprache verbessern.	I would like to improve my pronunciation.
Versammlung	noun	die	Die Versammlung beginnt um acht Uhr in der Aula.	The assembly begins at eight o'clock in the school hall.
Vokabeln	noun	die	Ich lerne jeden Tag zwanzig neue Vokabeln.	I learn twenty new vocabulary items every day.
zählen	verb		Die Kinder lernen bis hundert zu zählen.	The children are learning to count to a hundred.
