Jura	noun	das	Meine Schwester studiert Jura in München.	My sister is studying law in Munich.
Lebenslauf	noun	der	Der Bewerbung liegt mein Lebenslauf bei.	My CV is enclosed with the application.
leisten	verb		Sie hat in diesem Jahr sehr viel geleistet.	She achieved a great deal this year.
Leistung	noun	die	Seine Leistung in Mathe hat sich verbessert.	His achievement in maths has improved.
Matrose / Seemann	noun	der	Der Matrose arbeitet seit Jahren auf einem Schiff.	The sailor has worked on a ship for years.
Pension (in Pension gehen)	noun	die	Mein Vater geht nächstes Jahr in Pension.	My father is retiring next year.
Personal	noun	das	Das Personal im Hotel war sehr freundlich.	The staff in the hotel were very friendly.
qualifiziert	adjective		Für diese Stelle bin ich gut qualifiziert.	I am well qualified for this job.
Quittung	noun	die	Kann ich bitte eine Quittung bekommen?	Can I have a receipt, please?
Rente	noun	die	Meine Großmutter bekommt eine kleine Rente.	My grandmother gets a small pension.
tippen	verb		Sie tippt den Brief am Computer.	She types the letter on the computer.
Universitätsabschluss/grad	noun	der	Mit einem Universitätsabschluss findet man leichter Arbeit.	With a university degree you find work more easily.
vorhaben	verb		Was hast du am Wochenende vor?	What do you intend to do at the weekend?
Vorschlag	noun	der	Dein Vorschlag gefällt mir sehr gut.	I like your suggestion very much.
Vorstellungsgespräch	noun	das	Morgen habe ich mein erstes Vorstellungsgespräch.	Tomorrow I have my first job interview.
